sample	pclass	type	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22	chrX
TCGA-02-2486-01A-01D-0784-01	GBM_	a	134	369	0	105	260	178	1140	0	166	0	79	170	0	0	0	0	0	0	0	0	0	0	0
TCGA-02-2486-01A-01D-0784-01	GBM_	d	1005	0	2955	14	0	283	0	0	9975	11	7	0	0	12440	0	0	0	0	0	0	0	0	0
TCGA-06-0216-01B-01D-0333-01	GBM_	a	2299	0	0	573	0	0	483	0	0	0	301	0	0	0	0	0	0	0	53	0	0	0	0
TCGA-06-0216-01B-01D-0333-01	GBM_	d	370	83	347	3228	8095	0	0	0	3521	0	32	0	783	0	9340	0	0	30	0	0	0	0	0
TCGA-32-1987-01A-01D-1224-01	GBM_	a	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0
TCGA-32-1987-01A-01D-1224-01	GBM_	d	10150	11	0	0	0	0	0	5	11	0	0	0	0	0	0	0	15056	0	3173	0	656	0	0
TCGA-27-1832-01A-01D-0591-01	GBM_	a	0	0	0	0	0	0	17057	0	0	0	0	0	0	0	0	0	0	0	0	0	1246	0	0
TCGA-27-1832-01A-01D-0591-01	GBM_	d	412	1647	12	1683	15	12	1030	189	771	162	2022	0	0	453	1649	15	0	936	0	0	0	0	616
TCGA-19-2631-01A-01D-1224-01	GBM_	a	0	0	0	1162	0	0	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-19-2631-01A-01D-1224-01	GBM_	d	4488	915	4883	0	1160	8506	0	0	7046	0	154	0	0	12	0	0	0	0	0	0	0	0	379
TCGA-06-0126-01A-01D-0214-01	GBM_	a	0	0	0	0	0	0	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0126-01A-01D-0214-01	GBM_	d	22381	0	0	0	204	0	10	0	595	0	0	0	0	0	0	0	0	0	0	0	6062	0	56
TCGA-06-0154-01A-03D-0236-01	GBM_	a	3480	0	344	28	0	687	19099	496	0	0	81	392	0	0	0	0	324	0	886	0	0	0	0
TCGA-06-0154-01A-03D-0236-01	GBM_	d	0	0	10	0	0	11	5	0	1600	0	116	0	0	0	0	0	0	2743	0	0	0	10	0
TCGA-12-0778-01A-01D-0333-01	GBM_	a	1380	0	612	0	429	876	393	238	432	889	0	0	0	418	83	0	441	612	5105	0	0	0	0
TCGA-12-0778-01A-01D-0333-01	GBM_	d	2278	23	0	0	0	323	0	0	3669	0	3009	0	0	0	9102	0	12	0	0	16	0	0	0
TCGA-19-2625-01A-01D-0911-01	GBM_	a	158	0	0	40	296	4227	0	0	814	0	0	0	0	0	0	0	115	0	0	193	0	470	0
TCGA-19-2625-01A-01D-0911-01	GBM_	d	0	0	0	8	0	8475	31	0	15545	0	16	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-32-2491-01A-01D-1224-01	GBM_	a	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	14
TCGA-32-2491-01A-01D-1224-01	GBM_	d	0	6	31	16339	0	0	0	0	0	0	0	6	0	0	0	0	21	0	0	0	0	0	14109
TCGA-06-2557-01A-01D-0784-01	GBM_	a	0	0	0	0	0	12	30082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-2557-01A-01D-0784-01	GBM_	d	0	0	0	0	14	0	0	0	0	0	155	0	0	0	0	0	313	0	8	0	0	0	0
TCGA-12-0769-01A-01D-0333-01	GBM_	a	3499	340	144	479	0	244	839	0	0	0	27	142	7466	52	154	32	77	0	0	104	0	60	0
TCGA-12-0769-01A-01D-0333-01	GBM_	d	2427	0	0	6444	0	7498	0	0	0	0	0	0	6	277	287	0	0	0	0	0	0	0	0
TCGA-06-0214-01A-02D-0236-01	GBM_	a	1057	0	398	704	226	0	558	0	0	0	244	735	2234	0	0	0	0	0	0	0	0	657	0
TCGA-06-0214-01A-02D-0236-01	GBM_	d	9	36	0	116	0	9110	0	0	170	0	0	0	0	14299	0	0	0	0	0	0	0	0	67
TCGA-08-0244-01A-01G-0293-01	GBM_	a	0	0	0	0	0	0	797	9	0	0	0	0	0	17268	0	13	0	0	0	0	0	0	0
TCGA-08-0244-01A-01G-0293-01	GBM_	d	0	249	49	17	27	338	13	131	7151	38	38	6	16	7	16	18	1111	10	3489	11	0	0	6
TCGA-08-0531-01A-01D-0275-01	GBM_	a	1323	422	893	0	0	618	607	437	637	0	0	938	0	0	0	24	675	0	0	604	0	0	0
TCGA-08-0531-01A-01D-0275-01	GBM_	d	6290	444	6403	0	0	0	0	15	4722	3133	2278	0	401	0	0	0	0	0	0	0	0	0	0
TCGA-06-5856-01A-01D-1694-01	GBM_	a	0	897	1077	2234	0	0	1239	0	3045	0	0	4470	505	0	0	7053	142	0	5	0	417	66	0
TCGA-06-5856-01A-01D-1694-01	GBM_	d	104	5	0	278	4390	0	0	0	394	0	0	0	0	0	0	0	29	5	0	104	0	4664	0
TCGA-14-3476-01B-01D-1224-01	GBM_	a	678	324	180	0	64	364	332	227	1236	0	495	437	0	160	533	312	322	0	145	0	0	265	0
TCGA-14-3476-01B-01D-1224-01	GBM_	d	3951	350	0	144	127	0	0	0	933	49	0	0	0	0	19673	18	0	0	0	67	0	0	0
TCGA-06-6700-01A-12D-1842-01	GBM_	a	0	0	0	0	0	0	751	0	0	0	0	7318	0	0	0	0	18271	0	0	0	0	0	0
TCGA-06-6700-01A-12D-1842-01	GBM_	d	0	0	0	1974	16	0	0	8	2456	0	0	651	0	0	0	0	0	0	0	0	0	10	0
TCGA-12-0619-01A-01D-0310-01	GBM_	a	477	3712	1800	0	0	137	831	0	676	0	146	0	0	0	0	0	0	0	601	0	0	0	6
TCGA-12-0619-01A-01D-0310-01	GBM_	d	6	1520	7	0	0	4644	0	19	5	0	5	0	15498	750	0	0	571	0	0	0	0	0	44
TCGA-08-0509-01A-01D-0275-01	GBM_	a	0	0	0	0	0	0	60	38	0	0	52	170	0	0	0	0	0	0	0	0	0	0	0
TCGA-08-0509-01A-01D-0275-01	GBM_	d	0	3087	30	0	60	12	0	0	2783	0	0	0	25258	0	0	0	0	0	0	0	0	0	0
TCGA-02-0116-01A-01D-0193-01	GBM_	a	7	0	0	0	612	0	1178	0	0	0	0	0	39	0	0	27	0	0	0	0	0	0	0
TCGA-02-0116-01A-01D-0193-01	GBM_	d	0	11830	3519	5414	0	216	0	0	3557	0	0	10	0	0	49	5249	0	0	0	0	0	65	0
TCGA-14-1402-01A-01D-0517-01	GBM_	a	227	0	85	0	0	194	21209	64	38	0	0	34	0	205	82	106	343	6	343	71	117	0	59
TCGA-14-1402-01A-01D-0517-01	GBM_	d	0	30	732	0	5	3617	0	0	0	0	0	0	0	0	0	0	3957	372	5	0	0	0	0
TCGA-74-6581-01A-11D-1842-01	GBM_	a	0	0	0	0	0	0	1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-74-6581-01A-11D-1842-01	GBM_	d	2733	0	5108	7	0	0	0	0	11457	0	0	0	25	10381	0	0	13	0	0	0	0	0	1288
TCGA-06-0158-01A-01D-0236-01	GBM_	a	0	44	0	0	0	0	22682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
TCGA-06-0158-01A-01D-0236-01	GBM_	d	2631	0	0	0	1977	0	0	0	804	0	0	0	0	0	0	104	0	0	0	0	3160	0	727
TCGA-06-0166-01A-01D-0236-01	GBM_	a	46	413	31	4435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82
TCGA-06-0166-01A-01D-0236-01	GBM_	d	6581	0	2705	1110	0	0	0	0	3987	0	1269	0	0	0	5761	0	5733	0	0	0	0	0	117
TCGA-06-0743-01A-01D-0333-01	GBM_	a	85	65	7785	6304	13	0	1291	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
TCGA-06-0743-01A-01D-0333-01	GBM_	d	3411	0	0	0	0	0	0	0	13360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-27-1836-01A-01D-0784-01	GBM_	a	0	2260	0	0	0	0	4016	0	0	0	405	0	0	0	0	0	0	0	0	0	0	124	0
TCGA-27-1836-01A-01D-0784-01	GBM_	d	0	1260	3880	0	1843	0	0	0	13525	0	0	1744	0	0	75	3504	0	0	0	0	0	0	0
TCGA-41-2573-01A-01D-0911-01	GBM_	a	2615	4437	0	0	0	775	22272	0	0	0	700	452	0	0	0	0	1489	0	0	0	0	0	0
TCGA-41-2573-01A-01D-0911-01	GBM_	d	0	6	0	0	0	0	0	0	0	0	0	0	33	18	0	0	10	0	0	0	0	0	0
TCGA-12-0662-01A-01D-0333-01	GBM_	a	2392	0	4474	760	0	0	880	351	173	0	55	613	2956	0	723	951	565	403	604	24	0	0	0
TCGA-12-0662-01A-01D-0333-01	GBM_	d	5633	24	0	0	0	0	0	0	0	0	0	2668	325	114	2371	0	0	5758	0	0	0	0	0
TCGA-76-6664-01A-11D-1842-01	GBM_	a	0	0	0	0	0	0	2992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-76-6664-01A-11D-1842-01	GBM_	d	5107	0	0	0	11	0	0	0	1289	6	0	4706	0	12826	0	0	0	0	5145	0	0	0	1033
TCGA-19-1789-01A-01D-0591-01	GBM_	a	0	0	0	0	0	0	8504	0	0	0	17	0	0	0	0	0	0	0	0	0	0	84	0
TCGA-19-1789-01A-01D-0591-01	GBM_	d	0	0	0	0	0	3762	0	0	2690	0	0	861	528	2201	0	70	0	0	0	0	6330	8139	0
TCGA-06-0878-01A-01D-0384-01	GBM_	a	215	0	15903	0	0	546	1086	0	0	0	290	339	0	0	0	0	1286	0	0	0	0	0	0
TCGA-06-0878-01A-01D-0384-01	GBM_	d	4121	850	0	670	15	742	0	0	660	0	242	0	0	0	0	0	2394	0	3930	0	0	0	0
TCGA-14-1451-01A-01D-0517-01	GBM_	a	0	0	22853	58	0	0	0	0	0	0	0	358	1390	0	0	0	0	293	0	0	0	0	0
TCGA-14-1451-01A-01D-0517-01	GBM_	d	3893	0	0	98	0	0	0	0	95	0	0	0	0	0	0	0	0	1085	3225	0	0	0	0
TCGA-14-0740-01B-01D-1842-01	GBM_	a	403	8151	0	13324	0	0	2061	187	1159	1417	376	0	0	258	0	0	0	0	0	0	0	0	0
TCGA-14-0740-01B-01D-1842-01	GBM_	d	0	0	0	584	41	0	0	6	19	0	0	0	0	4894	544	5	0	0	15	0	0	0	0
TCGA-08-0385-01A-01G-0293-01	GBM_	a	6	0	8	884	0	0	7261	0	0	0	0	14672	0	0	316	0	668	0	0	6	0	5	0
TCGA-08-0385-01A-01G-0293-01	GBM_	d	31	0	4241	0	0	6	6	19	7	5	5	5	0	5	0	13	21	5	7	5	5364	0	0
TCGA-16-0846-01A-01D-0384-01	GBM_	a	1303	0	42	4184	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0
TCGA-16-0846-01A-01D-0384-01	GBM_	d	25	0	0	0	681	0	0	0	0	713	117	0	0	0	22107	0	0	42	0	681	3563	0	0
TCGA-19-0964-01A-01D-0517-01	GBM_	a	0	0	210	53	0	0	2831	9	0	0	0	18	0	0	0	0	0	0	5	0	0	0	0
TCGA-19-0964-01A-01D-0517-01	GBM_	d	315	150	29636	0	0	0	0	7	411	0	75	109	0	7	0	0	0	0	0	0	0	0	12
TCGA-06-0125-01A-01D-0214-01	GBM_	a	717	235	389	169	0	1032	590	0	487	0	339	320	0	352	0	0	227	0	0	0	0	0	0
TCGA-06-0125-01A-01D-0214-01	GBM_	d	15	0	265	0	0	633	0	0	4386	0	5	0	17672	5867	74	417	0	0	0	0	9	0	0
TCGA-06-0164-01A-01D-0275-01	GBM_	a	81	125	101	0	85	0	0	0	88	0	0	0	0	0	88	0	0	0	0	0	0	0	67
TCGA-06-0164-01A-01D-0275-01	GBM_	d	14594	1493	0	0	0	0	0	17525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-19-1787-01B-01D-0911-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	45	0	16115	0	0	0	0	3206	0	0	4723	0	568
TCGA-19-1787-01B-01D-0911-01	GBM_	d	8	0	0	18	6857	112	10	0	6	0	146	19	0	0	0	0	0	0	1713	0	0	0	836
TCGA-76-4934-01A-01D-1479-01	GBM_	a	0	0	0	1112	0	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	199	43	0	0
TCGA-76-4934-01A-01D-1479-01	GBM_	d	15	0	0	2318	6991	0	136	0	4859	10	544	0	0	0	0	550	3117	964	0	12838	78	0	0
TCGA-41-2572-01A-01D-1224-01	GBM_	a	42	174	0	0	345	0	657	107	0	0	75	43	0	76	0	0	240	257	80	0	0	1365	0
TCGA-41-2572-01A-01D-1224-01	GBM_	d	2590	0	339	0	18628	9930	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	12	0
TCGA-06-0124-01A-01D-0214-01	GBM_	a	307	0	0	301	0	0	568	0	306	0	0	103	0	163	0	0	182	0	0	0	0	245	0
TCGA-06-0124-01A-01D-0214-01	GBM_	d	3513	0	0	0	90	1630	0	0	0	0	230	0	27370	0	0	0	0	0	0	0	0	0	0
TCGA-74-6577-01A-11D-1842-01	GBM_	a	1154	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-74-6577-01A-11D-1842-01	GBM_	d	27194	0	1163	0	0	0	0	0	5648	0	0	0	55	0	0	0	0	0	0	0	0	0	0
TCGA-06-6697-01A-11D-1842-01	GBM_	a	0	147	0	28047	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-6697-01A-11D-1842-01	GBM_	d	0	0	0	201	358	0	0	0	91	0	0	657	0	0	7	52	2865	0	2874	0	0	0	0
TCGA-06-2570-01A-01D-0784-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	1241	0	0	11306	0	0	0	1053	0	0	0	19590
TCGA-06-2570-01A-01D-0784-01	GBM_	d	0	0	11	46	12	0	0	797	0	0	795	16	6	0	0	0	0	0	647	0	0	0	0
TCGA-32-2616-01A-01D-0911-01	GBM_	a	532	0	0	192	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	39
TCGA-32-2616-01A-01D-0911-01	GBM_	d	0	0	0	633	13	0	0	0	0	0	4055	0	0	21670	5	0	7615	741	0	0	0	0	14
TCGA-28-2514-01A-02D-0784-01	GBM_	a	37	0	0	0	0	0	1221	0	9	0	0	0	0	0	0	0	18	0	0	0	0	0	0
TCGA-28-2514-01A-02D-0784-01	GBM_	d	5113	5039	0	8	0	4503	45	0	7587	5	0	5307	0	0	6643	0	0	0	0	5	0	0	0
TCGA-08-0510-01A-01D-0275-01	GBM_	a	395	0	0	46	0	0	0	0	0	0	0	0	0	22	222	727	21802	0	0	0	0	29	0
TCGA-08-0510-01A-01D-0275-01	GBM_	d	0	0	222	849	10	0	0	0	3421	0	1850	0	0	0	0	0	1470	60	0	0	45	4392	0
TCGA-12-3652-01A-01D-0911-01	GBM_	a	0	0	0	0	272	0	792	0	0	0	0	247	0	0	0	28	0	0	0	0	0	0	0
TCGA-12-3652-01A-01D-0911-01	GBM_	d	1947	39	587	0	0	0	407	381	0	0	0	0	23249	7356	0	0	0	0	0	0	0	0	313
TCGA-32-1976-01A-01D-0784-01	GBM_	a	0	0	0	2639	0	69	0	0	6485	10107	345	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-32-1976-01A-01D-0784-01	GBM_	d	0	0	0	0	0	3330	0	0	1620	0	6184	0	0	1300	0	0	3131	0	571	0	0	0	0
TCGA-27-1838-01A-01D-0784-01	GBM_	a	0	0	163	0	0	0	1502	0	0	0	10031	12444	0	0	0	0	0	2176	0	0	0	0	0
TCGA-27-1838-01A-01D-0784-01	GBM_	d	0	12	211	11	3467	0	0	7	0	0	5	6	130	1125	0	0	0	7	0	0	22	4454	17
TCGA-76-6282-01A-11D-1694-01	GBM_	a	0	673	0	0	505	0	914	0	0	0	0	1095	2925	0	406	434	262	0	0	603	0	359	0
TCGA-76-6282-01A-11D-1694-01	GBM_	d	178	0	0	0	0	17870	0	0	0	0	3002	0	0	0	0	4218	6	2419	0	0	0	0	0
TCGA-06-1804-01A-01D-1694-01	GBM_	a	814	0	401	0	647	0	0	28	0	0	101	817	0	473	0	0	0	0	380	0	0	0	92
TCGA-06-1804-01A-01D-1694-01	GBM_	d	2853	580	1234	160	9	102	12	6	12267	0	0	0	0	15187	0	0	0	0	0	20	0	0	154
TCGA-06-0238-01A-02D-0310-01	GBM_	a	0	325	0	310	0	0	0	0	340	0	0	3501	0	0	0	108	0	0	426	651	0	0	0
TCGA-06-0238-01A-02D-0310-01	GBM_	d	7766	0	46	0	0	2119	0	0	0	0	5	0	0	0	20731	16	0	0	0	0	0	0	0
TCGA-32-2494-01A-01D-1224-01	GBM_	a	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	1542	0	0	1764
TCGA-32-2494-01A-01D-1224-01	GBM_	d	11	0	682	0	0	0	0	353	6932	0	18	2073	0	10474	3498	4352	0	696	1152	2467	0	8	0
TCGA-06-5416-01A-01D-1479-01	GBM_	a	0	0	0	0	0	0	0	10561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-5416-01A-01D-1479-01	GBM_	d	0	0	261	0	0	0	0	11035	0	0	0	0	0	14600	37	47	0	0	0	0	0	0	0
TCGA-06-0190-01A-01D-0236-01	GBM_	a	0	0	0	0	0	0	0	0	24	0	0	0	0	0	25	0	0	0	0	0	0	0	48
TCGA-06-0190-01A-01D-0236-01	GBM_	d	11692	0	0	0	0	0	0	0	0	0	173	0	16507	0	8177	0	0	0	9	0	0	0	6
TCGA-32-1986-01A-01D-0784-01	GBM_	a	208	320	0	0	0	0	0	0	0	1259	233	0	0	249	0	0	0	0	121	0	0	0	0
TCGA-32-1986-01A-01D-0784-01	GBM_	d	0	26	0	60	9444	4365	0	1929	6159	978	0	38	0	0	4126	0	7178	0	0	0	0	0	0
TCGA-08-0520-01A-01D-0275-01	GBM_	a	0	0	11782	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-08-0520-01A-01D-0275-01	GBM_	d	8400	0	377	359	166	512	0	0	13632	0	0	121	0	0	1232	6	66	53	0	0	0	0	0
TCGA-06-2558-01A-01D-0784-01	GBM_	a	118	12	584	0	0	0	6692	0	0	0	0	741	5	0	0	6058	0	7	202	0	0	0	0
TCGA-06-2558-01A-01D-0784-01	GBM_	d	302	3523	7	217	588	0	6	1593	6	0	92	281	0	0	0	0	465	14717	0	0	0	0	563
TCGA-28-5213-01A-01D-1479-01	GBM_	a	9	0	8303	0	0	0	0	0	62	28	0	0	0	0	362	404	0	0	0	0	0	0	0
TCGA-28-5213-01A-01D-1479-01	GBM_	d	22563	4358	374	0	0	0	0	0	0	0	108	25	223	0	0	0	0	0	5	0	0	0	0
TCGA-12-1089-01A-01D-0517-01	GBM_	a	0	0	0	0	0	205	29459	39	5	0	0	1052	0	0	0	0	202	0	0	0	0	0	0
TCGA-12-1089-01A-01D-0517-01	GBM_	d	36	15	6	0	5	4076	0	0	0	0	1170	0	44	0	0	0	624	0	0	7	0	0	0
TCGA-12-1598-01A-01D-0591-01	GBM_	a	0	13	0	0	95	0	1644	1582	0	0	43	34	0	0	0	113	0	0	2178	0	0	0	0
TCGA-12-1598-01A-01D-0591-01	GBM_	d	72	701	1757	18	11	533	0	5	5	7	0	9709	0	0	13459	0	4196	7	904	0	7	0	0
TCGA-12-0822-01A-01D-0384-01	GBM_	a	0	0	16291	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
TCGA-12-0822-01A-01D-0384-01	GBM_	d	305	0	2394	0	11	2170	0	32	6154	2923	0	765	0	0	0	5097	14	559	0	0	0	0	398
TCGA-76-6285-01A-11D-1694-01	GBM_	a	234	0	0	0	10	0	68	0	0	0	0	0	0	0	0	0	423	0	115	218	0	0	0
TCGA-76-6285-01A-11D-1694-01	GBM_	d	5326	2092	0	0	3022	0	0	325	11352	0	0	13	0	0	0	0	0	0	7227	0	0	6738	5
TCGA-06-0133-01A-02D-0214-01	GBM_	a	11210	0	0	0	0	0	5210	0	0	1083	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0133-01A-02D-0214-01	GBM_	d	730	4230	0	1587	0	0	0	0	10926	107	0	2223	0	0	0	0	0	0	0	0	0	0	5
TCGA-12-0772-01A-01D-0333-01	GBM_	a	136	0	42	0	2380	3116	6	0	0	0	26	1201	0	0	97	0	0	0	3311	73	0	31	0
TCGA-12-0772-01A-01D-0333-01	GBM_	d	0	79	0	0	5	25211	0	0	0	0	0	15	0	0	0	0	0	0	1747	0	0	0	5
TCGA-06-0188-01A-01D-0236-01	GBM_	a	28945	0	0	0	0	0	0	0	261	0	308	0	0	352	0	0	0	0	0	0	0	0	0
TCGA-06-0188-01A-01D-0236-01	GBM_	d	112	0	0	34	0	0	0	0	1634	0	5376	101	20	0	0	483	0	0	0	8	0	0	0
TCGA-08-0246-01A-01G-0293-01	GBM_	a	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	1205	0	0	0	0	0	0	0	0
TCGA-08-0246-01A-01G-0293-01	GBM_	d	18417	422	196	328	0	3423	10	37	442	196	5	7	15	0	5	21	10	12	0	0	11	0	11711
TCGA-08-0514-01A-01D-0275-01	GBM_	a	993	88	59	779	44	5	2447	0	0	0	108	83	0	9555	0	232	41	0	0	0	0	0	0
TCGA-08-0514-01A-01D-0275-01	GBM_	d	5516	0	28	0	23	1150	0	49	227	0	1633	0	3033	7	0	1884	0	5130	0	0	0	4436	439
TCGA-08-0357-01A-01G-0293-01	GBM_	a	1700	0	0	5	0	0	486	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8
TCGA-08-0357-01A-01G-0293-01	GBM_	d	74	28	0	0	0	115	0	0	3823	89	0	98	24029	0	0	186	0	1770	0	0	0	5551	123
TCGA-12-3653-01A-01D-0911-01	GBM_	a	286	0	0	0	369	23	812	0	2865	379	0	0	0	32240	0	0	0	0	0	418	0	0	0
TCGA-12-3653-01A-01D-0911-01	GBM_	d	373	0	0	0	199	0	0	0	295	11	0	0	5	0	0	0	0	0	10	5	0	0	0
TCGA-06-0402-01A-01D-0275-01	GBM_	a	0	0	5879	2386	6540	27	9688	0	0	1991	0	261	0	0	0	0	0	0	0	0	0	1374	0
TCGA-06-0402-01A-01D-0275-01	GBM_	d	4375	124	0	9	844	2943	0	0	0	0	0	0	0	0	1882	0	0	9	0	0	0	0	0
TCGA-02-0422-01A-01D-0275-01	GBM_	a	1140	0	0	0	0	1128	537	0	6661	0	0	0	0	0	0	0	460	0	0	0	0	135	0
TCGA-02-0422-01A-01D-0275-01	GBM_	d	937	0	0	0	0	835	0	0	19941	0	0	6515	0	0	0	0	0	0	53	0	0	0	0
TCGA-08-0348-01A-01G-0293-01	GBM_	a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-08-0348-01A-01G-0293-01	GBM_	d	20891	0	11	10	75	27	0	5	0	0	0	13686	14	0	21	10	7	5	3761	5	0	0	5
TCGA-08-0529-01A-02D-0275-01	GBM_	a	1370	0	335	128	211	0	506	368	655	0	159	0	0	80	0	333	325	0	0	6911	0	0	0
TCGA-08-0529-01A-02D-0275-01	GBM_	d	3696	0	1065	0	0	9	0	18282	3880	0	0	0	0	254	0	0	0	0	0	0	0	0	0
TCGA-08-0518-01A-01D-0275-01	GBM_	a	1602	806	154	0	1201	0	613	266	860	307	570	604	0	222	244	882	612	395	656	504	189	391	0
TCGA-08-0518-01A-01D-0275-01	GBM_	d	1314	0	0	0	0	0	0	0	3588	0	0	3974	0	0	0	0	0	18740	0	0	0	0	0
TCGA-76-6191-01A-12D-1694-01	GBM_	a	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-76-6191-01A-12D-1694-01	GBM_	d	8166	2194	171	0	479	137	0	0	4938	0	133	0	0	16468	0	5930	0	10	0	0	0	0	0
TCGA-06-0146-01A-01D-0275-01	GBM_	a	0	0	0	0	0	0	0	11231	49	1120	0	0	7535	0	0	0	0	0	552	0	0	0	0
TCGA-06-0146-01A-01D-0275-01	GBM_	d	0	0	0	0	0	0	0	0	22	7	6577	6299	5051	0	0	0	0	0	0	0	0	0	427
TCGA-02-0079-01A-01D-0310-01	GBM_	a	0	0	0	3146	3770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0
TCGA-02-0079-01A-01D-0310-01	GBM_	d	0	0	0	0	10228	0	0	0	5	0	3150	0	0	0	0	0	0	0	11000	0	0	7421	5
TCGA-14-1459-01A-01D-0517-01	GBM_	a	1405	298	93	0	234	0	2315	0	0	0	56	0	256	184	221	0	398	0	0	0	0	76	0
TCGA-14-1459-01A-01D-0517-01	GBM_	d	109	5	20	0	0	0	0	0	12076	0	78	0	0	10026	11017	59	0	0	0	0	21	0	193
TCGA-27-2523-01A-01D-0784-01	GBM_	a	75	0	0	0	0	0	597	28	3466	0	0	0	0	0	0	0	0	0	9781	0	0	0	0
TCGA-27-2523-01A-01D-0784-01	GBM_	d	4763	129	6657	0	173	34	0	116	13199	0	0	263	0	0	0	0	0	0	0	8	0	0	5
TCGA-08-0358-01A-01D-0310-01	GBM_	a	0	70	1489	0	0	0	22579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-08-0358-01A-01D-0310-01	GBM_	d	0	0	0	8595	0	5	0	5772	0	0	855	0	0	0	0	6	0	0	0	0	0	0	206
TCGA-02-0089-01A-01D-0193-01	GBM_	a	0	0	0	0	0	0	629	0	841	0	0	0	0	0	0	0	0	0	4385	0	1337	0	0
TCGA-02-0089-01A-01D-0193-01	GBM_	d	256	141	2187	0	0	14530	0	0	0	0	0	0	0	10908	0	0	0	0	0	0	4373	0	0
TCGA-19-1386-01A-01D-0591-01	GBM_	a	663	0	0	50	63	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-19-1386-01A-01D-0591-01	GBM_	d	2912	3329	0	0	0	17846	0	6	13993	0	5	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-08-0355-01A-01G-0293-01	GBM_	a	0	0	0	0	0	0	1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426
TCGA-08-0355-01A-01G-0293-01	GBM_	d	0	3436	0	20	178	27557	0	13	488	0	11	0	0	13	5552	0	0	0	0	35	40	0	0
TCGA-12-0653-01B-01D-0333-01	GBM_	a	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-12-0653-01B-01D-0333-01	GBM_	d	5832	0	0	0	12591	9	0	556	181	0	0	4255	0	188	12444	3940	0	0	0	0	0	0	0
TCGA-06-0171-01A-02D-0236-01	GBM_	a	30	0	0	3577	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-06-0171-01A-02D-0236-01	GBM_	d	13227	0	0	0	77	18531	348	0	4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-14-0865-01B-01D-0591-01	GBM_	a	0	0	0	5012	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0
TCGA-14-0865-01B-01D-0591-01	GBM_	d	17283	0	1978	5171	0	149	0	0	1973	1001	0	0	0	0	0	0	0	7510	317	5	0	0	17
TCGA-14-1452-01A-01D-0517-01	GBM_	a	0	0	0	0	0	0	26076	0	0	0	0	0	0	0	0	0	0	0	3528	0	0	0	0
